#ies_format_version: 1.0
#file: 20250801_1000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 1.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device_A_31
20250801;	163255;	1754046175.000;	           9
20250801;	163256;	1754046176.000;	           9
20250801;	163257;	1754046177.000;	           9
20250801;	163258;	1754046178.000;	           9
20250801;	163259;	1754046179.000;	           9
20250801;	163300;	1754046180.000;	           9
20250801;	163301;	1754046181.000;	           9
20250801;	163302;	1754046182.000;	           9
20250801;	163303;	1754046183.000;	           9
20250801;	163304;	1754046184.000;	           9
20250801;	163305;	1754046185.000;	           9
20250801;	163306;	1754046186.000;	           9
20250801;	163307;	1754046187.000;	           9
20250801;	163308;	1754046188.000;	           9
20250801;	163309;	1754046189.000;	           9
20250801;	163310;	1754046190.000;	           9
20250801;	163311;	1754046191.000;	           9
20250801;	163312;	1754046192.000;	           9
20250801;	163313;	1754046193.000;	           9
20250801;	163314;	1754046194.000;	           9
20250801;	163315;	1754046195.000;	           9
20250801;	163316;	1754046196.000;	           9
20250801;	163317;	1754046197.000;	           9
20250801;	163318;	1754046198.000;	           9
20250801;	163319;	1754046199.000;	           9
20250801;	163320;	1754046200.000;	           9
20250801;	163321;	1754046201.000;	           9
20250801;	163322;	1754046202.000;	           9
20250801;	163323;	1754046203.000;	           9
20250801;	163324;	1754046204.000;	           9
20250801;	163325;	1754046205.000;	           9
20250801;	163326;	1754046206.000;	           9
20250801;	163327;	1754046207.000;	           9
20250801;	163328;	1754046208.000;	           9
20250801;	163329;	1754046209.000;	           9
20250801;	163330;	1754046210.000;	           9
20250801;	163331;	1754046211.000;	           9
20250801;	163332;	1754046212.000;	           9
20250801;	163333;	1754046213.000;	           9
20250801;	163334;	1754046214.000;	           9
20250801;	163335;	1754046215.000;	           9
20250801;	163336;	1754046216.000;	           9
20250801;	163337;	1754046217.000;	           9
20250801;	163338;	1754046218.000;	           9
20250801;	163339;	1754046219.000;	           9
20250801;	163340;	1754046220.000;	           9
20250801;	163341;	1754046221.000;	           9
20250801;	163342;	1754046222.000;	           9
20250801;	163343;	1754046223.000;	           9
20250801;	163344;	1754046224.000;	           9
20250801;	163345;	1754046225.000;	           9
20250801;	163346;	1754046226.000;	           9
20250801;	163347;	1754046227.000;	           9
20250801;	163348;	1754046228.000;	           9
20250801;	163349;	1754046229.000;	           9
20250801;	163350;	1754046230.000;	           9
20250801;	163351;	1754046231.000;	           9
20250801;	163352;	1754046232.000;	           9
20250801;	163353;	1754046233.000;	           9
20250801;	163354;	1754046234.000;	           9
20250801;	163355;	1754046235.000;	           9
20250801;	163356;	1754046236.000;	           9
20250801;	163357;	1754046237.000;	           9
20250801;	163358;	1754046238.000;	           9
20250801;	163359;	1754046239.000;	           9
20250801;	163400;	1754046240.000;	           9
20250801;	163401;	1754046241.000;	           9
20250801;	163402;	1754046242.000;	           9
20250801;	163403;	1754046243.000;	           9
20250801;	163404;	1754046244.000;	           9
20250801;	163405;	1754046245.000;	           9
20250801;	163406;	1754046246.000;	           9
20250801;	163407;	1754046247.000;	           9
20250801;	163408;	1754046248.000;	           9
20250801;	163409;	1754046249.000;	           9
20250801;	163410;	1754046250.000;	           9
20250801;	163411;	1754046251.000;	           9
20250801;	163412;	1754046252.000;	           9
20250801;	163413;	1754046253.000;	           9
20250801;	163414;	1754046254.000;	           9
20250801;	163415;	1754046255.000;	           9
20250801;	163416;	1754046256.000;	           9
20250801;	163417;	1754046257.000;	           9
20250801;	163418;	1754046258.000;	           9
20250801;	163419;	1754046259.000;	           9
20250801;	163420;	1754046260.000;	           9
20250801;	163421;	1754046261.000;	           9
20250801;	163422;	1754046262.000;	           9
20250801;	163423;	1754046263.000;	           9
20250801;	163424;	1754046264.000;	           9
20250801;	163425;	1754046265.000;	           9
20250801;	163426;	1754046266.000;	           9
20250801;	163427;	1754046267.000;	           9
20250801;	163428;	1754046268.000;	           9
20250801;	163429;	1754046269.000;	           9
20250801;	163430;	1754046270.000;	           9
20250801;	163431;	1754046271.000;	           9
20250801;	163432;	1754046272.000;	           9
20250801;	163433;	1754046273.000;	           9
20250801;	163434;	1754046274.000;	           9
20250801;	163435;	1754046275.000;	           9
20250801;	163436;	1754046276.000;	           9
20250801;	163437;	1754046277.000;	           9
20250801;	163438;	1754046278.000;	           9
20250801;	163439;	1754046279.000;	           9
20250801;	163440;	1754046280.000;	           9
20250801;	163441;	1754046281.000;	           9
20250801;	163442;	1754046282.000;	           9
20250801;	163443;	1754046283.000;	           9
20250801;	163444;	1754046284.000;	           9
20250801;	163445;	1754046285.000;	           9
20250801;	163446;	1754046286.000;	           9
20250801;	163447;	1754046287.000;	           9
20250801;	163448;	1754046288.000;	           9
20250801;	163449;	1754046289.000;	           9
20250801;	163450;	1754046290.000;	           9
20250801;	163451;	1754046291.000;	           9
20250801;	163452;	1754046292.000;	           9
20250801;	163453;	1754046293.000;	           9
20250801;	163454;	1754046294.000;	           9
20250801;	163455;	1754046295.000;	           9
20250801;	163456;	1754046296.000;	           9
20250801;	163457;	1754046297.000;	           9
20250801;	163458;	1754046298.000;	           9
20250801;	163459;	1754046299.000;	           9
20250801;	163500;	1754046300.000;	           9
20250801;	163501;	1754046301.000;	           9
20250801;	163502;	1754046302.000;	           9
20250801;	163503;	1754046303.000;	           9
20250801;	163504;	1754046304.000;	           9
20250801;	163505;	1754046305.000;	           9
20250801;	163506;	1754046306.000;	           9
20250801;	163507;	1754046307.000;	           9
20250801;	163508;	1754046308.000;	           9
20250801;	163509;	1754046309.000;	           9
20250801;	163510;	1754046310.000;	           9
20250801;	163511;	1754046311.000;	           9
20250801;	163512;	1754046312.000;	           9
20250801;	163513;	1754046313.000;	           9
20250801;	163514;	1754046314.000;	           9
20250801;	163515;	1754046315.000;	           9
20250801;	163516;	1754046316.000;	           9
20250801;	163517;	1754046317.000;	           9
20250801;	163518;	1754046318.000;	           9
20250801;	163519;	1754046319.000;	           9
20250801;	163520;	1754046320.000;	           9
20250801;	163521;	1754046321.000;	           9
20250801;	163522;	1754046322.000;	           9
20250801;	163523;	1754046323.000;	           9
20250801;	163524;	1754046324.000;	           9
20250801;	163525;	1754046325.000;	           9
20250801;	163526;	1754046326.000;	           9
20250801;	163527;	1754046327.000;	           9
20250801;	163528;	1754046328.000;	           9
20250801;	163529;	1754046329.000;	           9
20250801;	163530;	1754046330.000;	           9
20250801;	163531;	1754046331.000;	           9
20250801;	163532;	1754046332.000;	           9
20250801;	163533;	1754046333.000;	           9
20250801;	163534;	1754046334.000;	           9
20250801;	163535;	1754046335.000;	           9
20250801;	163536;	1754046336.000;	           9
20250801;	163537;	1754046337.000;	           9
20250801;	163538;	1754046338.000;	           9
20250801;	163539;	1754046339.000;	           9
20250801;	163540;	1754046340.000;	           9
20250801;	163541;	1754046341.000;	           9
20250801;	163542;	1754046342.000;	           9
20250801;	163543;	1754046343.000;	           9
20250801;	163544;	1754046344.000;	           9
20250801;	163545;	1754046345.000;	           9
20250801;	163546;	1754046346.000;	           9
20250801;	163547;	1754046347.000;	           9
20250801;	163548;	1754046348.000;	           9
20250801;	163549;	1754046349.000;	           9
20250801;	163550;	1754046350.000;	           9
20250801;	163551;	1754046351.000;	           9
20250801;	163552;	1754046352.000;	           9
20250801;	163553;	1754046353.000;	           9
20250801;	163554;	1754046354.000;	           9
20250801;	163555;	1754046355.000;	           9
20250801;	163556;	1754046356.000;	           9
20250801;	163557;	1754046357.000;	           9
20250801;	163558;	1754046358.000;	           9
20250801;	163559;	1754046359.000;	           9
20250801;	163600;	1754046360.000;	           9
20250801;	163601;	1754046361.000;	           9
20250801;	163602;	1754046362.000;	           9
20250801;	163603;	1754046363.000;	           9
20250801;	163604;	1754046364.000;	           9
20250801;	163605;	1754046365.000;	           9
20250801;	163606;	1754046366.000;	           9
20250801;	163607;	1754046367.000;	           9
20250801;	163608;	1754046368.000;	           9
20250801;	163609;	1754046369.000;	           9
20250801;	163610;	1754046370.000;	           9
20250801;	163611;	1754046371.000;	           9
20250801;	163612;	1754046372.000;	           9
20250801;	163613;	1754046373.000;	           9
20250801;	163614;	1754046374.000;	           9
20250801;	163615;	1754046375.000;	           9
20250801;	163616;	1754046376.000;	           9
20250801;	163617;	1754046377.000;	           9
20250801;	163618;	1754046378.000;	           9
20250801;	163619;	1754046379.000;	           9
20250801;	163620;	1754046380.000;	           9
20250801;	163621;	1754046381.000;	           9
20250801;	163622;	1754046382.000;	           9
20250801;	163623;	1754046383.000;	           9
20250801;	163624;	1754046384.000;	           9
20250801;	163625;	1754046385.000;	           9
20250801;	163626;	1754046386.000;	           9
20250801;	163627;	1754046387.000;	           9
20250801;	163628;	1754046388.000;	           9
20250801;	163629;	1754046389.000;	           9
20250801;	163630;	1754046390.000;	           9
20250801;	163631;	1754046391.000;	           9
20250801;	163632;	1754046392.000;	           9
20250801;	163633;	1754046393.000;	           9
20250801;	163634;	1754046394.000;	           9
20250801;	163635;	1754046395.000;	           9
20250801;	163636;	1754046396.000;	           9
20250801;	163637;	1754046397.000;	           9
20250801;	163638;	1754046398.000;	           9
20250801;	163639;	1754046399.000;	           9
20250801;	163640;	1754046400.000;	           9
20250801;	163641;	1754046401.000;	           9
20250801;	163642;	1754046402.000;	           9
20250801;	163643;	1754046403.000;	           9
20250801;	163644;	1754046404.000;	           9
20250801;	163645;	1754046405.000;	           9
20250801;	163646;	1754046406.000;	           9
20250801;	163647;	1754046407.000;	           9
20250801;	163648;	1754046408.000;	           9
20250801;	163649;	1754046409.000;	           9
20250801;	163650;	1754046410.000;	           9
20250801;	163651;	1754046411.000;	           9
20250801;	163652;	1754046412.000;	           9
20250801;	163653;	1754046413.000;	           9
20250801;	163654;	1754046414.000;	           9
20250801;	163655;	1754046415.000;	           9
20250801;	163656;	1754046416.000;	           9
20250801;	163657;	1754046417.000;	           9
20250801;	163658;	1754046418.000;	           9
20250801;	163659;	1754046419.000;	           9
20250801;	163700;	1754046420.000;	           9
20250801;	163701;	1754046421.000;	           9
20250801;	163702;	1754046422.000;	           9
20250801;	163703;	1754046423.000;	           9
20250801;	163704;	1754046424.000;	           9
20250801;	163705;	1754046425.000;	           9
20250801;	163706;	1754046426.000;	           9
20250801;	163707;	1754046427.000;	           9
20250801;	163708;	1754046428.000;	           9
20250801;	163709;	1754046429.000;	           9
20250801;	163710;	1754046430.000;	           9
20250801;	163711;	1754046431.000;	           9
20250801;	163712;	1754046432.000;	           9
20250801;	163713;	1754046433.000;	           9
20250801;	163714;	1754046434.000;	           9
20250801;	163715;	1754046435.000;	           9
20250801;	163716;	1754046436.000;	           9
20250801;	163717;	1754046437.000;	           9
20250801;	163718;	1754046438.000;	           9
20250801;	163719;	1754046439.000;	           9
20250801;	163720;	1754046440.000;	           9
20250801;	163721;	1754046441.000;	           9
20250801;	163722;	1754046442.000;	           9
20250801;	163723;	1754046443.000;	           9
20250801;	163724;	1754046444.000;	           9
20250801;	163725;	1754046445.000;	           9
20250801;	163726;	1754046446.000;	           9
20250801;	163727;	1754046447.000;	           9
20250801;	163728;	1754046448.000;	           9
20250801;	163729;	1754046449.000;	           9
20250801;	163730;	1754046450.000;	           9
20250801;	163731;	1754046451.000;	           9
20250801;	163732;	1754046452.000;	           9
20250801;	163733;	1754046453.000;	           9
20250801;	163734;	1754046454.000;	           9
20250801;	163735;	1754046455.000;	           9
20250801;	163736;	1754046456.000;	           9
20250801;	163737;	1754046457.000;	           9
20250801;	163738;	1754046458.000;	           9
20250801;	163739;	1754046459.000;	           9
20250801;	163740;	1754046460.000;	           9
20250801;	163741;	1754046461.000;	           9
20250801;	163742;	1754046462.000;	           9
20250801;	163743;	1754046463.000;	           9
20250801;	163744;	1754046464.000;	           9
20250801;	163745;	1754046465.000;	           9
20250801;	163746;	1754046466.000;	           9
20250801;	163747;	1754046467.000;	           9
20250801;	163748;	1754046468.000;	           9
20250801;	163749;	1754046469.000;	           9
20250801;	163750;	1754046470.000;	           9
20250801;	163751;	1754046471.000;	           9
20250801;	163752;	1754046472.000;	           9
20250801;	163753;	1754046473.000;	           9
20250801;	163754;	1754046474.000;	           9
20250801;	163755;	1754046475.000;	           9
20250801;	163756;	1754046476.000;	           9
20250801;	163757;	1754046477.000;	           9
20250801;	163758;	1754046478.000;	           9
20250801;	163759;	1754046479.000;	           9
20250801;	163800;	1754046480.000;	           9
20250801;	163801;	1754046481.000;	           9
20250801;	163802;	1754046482.000;	           9
20250801;	163803;	1754046483.000;	           9
20250801;	163804;	1754046484.000;	           9
20250801;	163805;	1754046485.000;	           9
20250801;	163806;	1754046486.000;	           9
20250801;	163807;	1754046487.000;	           9
20250801;	163808;	1754046488.000;	           9
20250801;	163809;	1754046489.000;	           9
20250801;	163810;	1754046490.000;	           9
20250801;	163811;	1754046491.000;	           9
20250801;	163812;	1754046492.000;	           9
20250801;	163813;	1754046493.000;	           9
20250801;	163814;	1754046494.000;	           9
20250801;	163815;	1754046495.000;	           9
20250801;	163816;	1754046496.000;	           9
20250801;	163817;	1754046497.000;	           9
20250801;	163818;	1754046498.000;	           9
20250801;	163819;	1754046499.000;	           9
20250801;	163820;	1754046500.000;	           9
20250801;	163821;	1754046501.000;	           9
20250801;	163822;	1754046502.000;	           9
20250801;	163823;	1754046503.000;	           9
20250801;	163824;	1754046504.000;	           9
20250801;	163825;	1754046505.000;	           9
20250801;	163826;	1754046506.000;	           9
20250801;	163827;	1754046507.000;	           9
20250801;	163828;	1754046508.000;	           9
20250801;	163829;	1754046509.000;	           9
20250801;	163830;	1754046510.000;	           9
20250801;	163831;	1754046511.000;	           9
20250801;	163832;	1754046512.000;	           9
20250801;	163833;	1754046513.000;	           9
20250801;	163834;	1754046514.000;	           9
20250801;	163835;	1754046515.000;	           9
20250801;	163836;	1754046516.000;	           9
20250801;	163837;	1754046517.000;	           9
20250801;	163838;	1754046518.000;	           9
20250801;	163839;	1754046519.000;	           9
20250801;	163840;	1754046520.000;	           9
20250801;	163841;	1754046521.000;	           9
20250801;	163842;	1754046522.000;	           9
20250801;	163843;	1754046523.000;	           9
20250801;	163844;	1754046524.000;	           9
20250801;	163845;	1754046525.000;	           9
20250801;	163846;	1754046526.000;	           9
20250801;	163847;	1754046527.000;	           9
20250801;	163848;	1754046528.000;	           9
20250801;	163849;	1754046529.000;	           9
20250801;	163850;	1754046530.000;	           9
20250801;	163851;	1754046531.000;	           9
20250801;	163852;	1754046532.000;	           9
20250801;	163853;	1754046533.000;	           9
20250801;	163854;	1754046534.000;	           9
20250801;	163855;	1754046535.000;	           9
20250801;	163856;	1754046536.000;	           9
20250801;	163857;	1754046537.000;	           9
20250801;	163858;	1754046538.000;	           9
20250801;	163859;	1754046539.000;	           9
20250801;	163900;	1754046540.000;	           9
20250801;	163901;	1754046541.000;	           9
20250801;	163902;	1754046542.000;	           9
20250801;	163903;	1754046543.000;	           9
20250801;	163904;	1754046544.000;	           9
20250801;	163905;	1754046545.000;	           9
20250801;	163906;	1754046546.000;	           9
20250801;	163907;	1754046547.000;	           9
